Date,flood runoff
02-08-2024,1.4724675
03-08-2024,1.5478708
04-08-2024,1.5696677
05-08-2024,1.6026443
06-08-2024,1.6136278
07-08-2024,1.5670054
08-08-2024,1.5242306
09-08-2024,1.4533814
10-08-2024,1.4261178
11-08-2024,1.3473182
12-08-2024,1.2835678
13-08-2024,1.2034079
14-08-2024,1.0728176
15-08-2024,0.9546857
16-08-2024,0.81833726
17-08-2024,0.73646533
18-08-2024,0.61474645
19-08-2024,0.52031314
20-08-2024,0.42199415
21-08-2024,0.28579283
22-08-2024,0.17436182
23-08-2024,0.056539066
24-08-2024,0.004294016
25-08-2024,0.07763601
26-08-2024,0.12324874
27-08-2024,0.16500694
28-08-2024,0.2383276
29-08-2024,0.28207192
30-08-2024,0.32897243
31-08-2024,0.3086491
01-09-2024,0.31793582
02-09-2024,0.29234725
03-09-2024,0.26577443
04-09-2024,0.27494317
05-09-2024,0.2598762
06-09-2024,0.25429714
07-09-2024,0.18862808
08-09-2024,0.16030268
09-09-2024,0.10522484
10-09-2024,0.05746213
11-09-2024,0.053706747
12-09-2024,0.033746086
13-09-2024,0.030879613
14-09-2024,0.025065927
15-09-2024,0.037402045
16-09-2024,0.0710951
17-09-2024,0.093045615
18-09-2024,0.06759836
19-09-2024,0.05604189
20-09-2024,0.026161605
21-09-2024,0.049195185
22-09-2024,0.029470246
23-09-2024,0.03289518
24-09-2024,0.027215583
25-09-2024,0.022495208
26-09-2024,0.05435232
27-09-2024,0.100117885
28-09-2024,0.08825279
29-09-2024,0.1142819
30-09-2024,0.11230153
01-10-2024,0.11471719
02-10-2024,0.15674329
03-10-2024,0.17690586
04-10-2024,0.20748463
05-10-2024,0.1775458
06-10-2024,0.1832861
07-10-2024,0.15951806
08-10-2024,0.13938484
09-10-2024,0.15883693
10-10-2024,0.15711293
11-10-2024,0.1671607
12-10-2024,0.11865122
13-10-2024,0.10830621
14-10-2024,0.071369804
15-10-2024,0.041312877
16-10-2024,0.054302774
17-10-2024,0.04968046
18-10-2024,0.060381778
19-10-2024,0.015954766
20-10-2024,0.01289412
21-10-2024,0.013877428
22-10-2024,0.031292345
23-10-2024,0.003653958
24-10-2024,0.007857036
25-10-2024,0.03562131
26-10-2024,0.008616385
27-10-2024,0.022769248
28-10-2024,0.012455438
29-10-2024,0.010232469
30-10-2024,0.051339325
31-10-2024,0.07420312
01-11-2024,0.11088874
02-11-2024,0.0901426
03-11-2024,0.10775072
04-11-2024,0.09804034
05-11-2024,0.09361292
06-11-2024,0.12984037
07-11-2024,0.14536567
08-11-2024,0.17254396
09-11-2024,0.14047566
10-11-2024,0.14535196
11-11-2024,0.1219425
12-11-2024,0.10331364
13-11-2024,0.12530923
14-11-2024,0.12703604
15-11-2024,0.14129005
16-11-2024,0.09757577
17-11-2024,0.09243926
18-11-2024,0.060945235
19-11-2024,0.036386624
20-11-2024,0.054759126
21-11-2024,0.05524278
22-11-2024,0.070627056
23-11-2024,0.030331396
24-11-2024,0.030742172
25-11-2024,0.006695912
26-11-2024,0.008802869
27-11-2024,0.019903066
28-11-2024,0.031616863
29-11-2024,0.0587254
30-11-2024,0.030233314
01-12-2024,0.04211363
02-12-2024,0.028804522
03-12-2024,0.022940112
04-12-2024,0.059847087
05-12-2024,0.07804844
06-12-2024,0.10971016
07-12-2024,0.08368208
08-12-2024,0.09585327
09-12-2024,0.08065114
10-12-2024,0.07077227
11-12-2024,0.10167668
12-12-2024,0.11208706
13-12-2024,0.13442865
14-12-2024,0.097861595
15-12-2024,0.09862611
16-12-2024,0.071530156
17-12-2024,0.04966797
18-12-2024,0.06890146
19-12-2024,0.06834644
20-12-2024,0.08080001
21-12-2024,0.035760906
22-12-2024,0.029763876
23-12-2024,0.002142022
24-12-2024,0.02668265
25-12-2024,0.007883037
