Date,flood runoff
02-08-2024,0.15763935
03-08-2024,0.0913837
04-08-2024,0.13557753
05-08-2024,0.1104036
06-08-2024,0.08890764
07-08-2024,0.08535576
08-08-2024,0.07438152
09-08-2024,0.10493724
10-08-2024,0.04151902
11-08-2024,0.089717805
12-08-2024,0.06963048
13-08-2024,0.054184694
14-08-2024,0.057498913
15-08-2024,0.054032847
16-08-2024,0.09254296
17-08-2024,0.03731228
18-08-2024,0.093706794
19-08-2024,0.081592195
20-08-2024,0.07366466
21-08-2024,0.083816804
22-08-2024,0.08629397
23-08-2024,0.12965532
24-08-2024,0.07800871
25-08-2024,0.13657181
26-08-2024,0.12509264
27-08-2024,0.1161834
28-08-2024,0.12368882
29-08-2024,0.12184349
30-08-2024,0.15923344
31-08-2024,0.10003035
01-09-2024,0.14955091
02-09-2024,0.12767494
03-09-2024,0.10717594
04-09-2024,0.10208514
05-09-2024,0.08684445
06-09-2024,0.11026256
07-09-2024,0.03674385
08-09-2024,0.071842
09-09-2024,0.03567246
10-09-2024,0.00123735
11-09-2024,0.017215602
12-09-2024,0.045045078
13-09-2024,0.03326417
14-09-2024,0.11731516
15-09-2024,0.0915186
16-09-2024,0.1356629
17-09-2024,0.1766804
18-09-2024,0.20028864
19-09-2024,0.23184162
20-09-2024,0.22237638
21-09-2024,0.30738515
22-09-2024,0.28126165
23-09-2024,0.32388678
24-09-2024,0.36230078
25-09-2024,0.38233986
26-09-2024,0.40948287
27-09-2024,0.39489308
28-09-2024,0.47418606
29-09-2024,0.44187123
30-09-2024,0.47793397
01-10-2024,0.50950414
02-10-2024,0.5224901
03-10-2024,0.54242325
04-10-2024,0.5204987
05-10-2024,0.59234244
06-10-2024,0.5524536
07-10-2024,0.5807875
08-10-2024,0.6044264
09-10-2024,0.6092163
10-10-2024,0.6206149
11-10-2024,0.5897356
12-10-2024,0.65212005
13-10-2024,0.602184
14-10-2024,0.61980563
15-10-2024,0.63200057
16-10-2024,0.6245636
17-10-2024,0.6229199
18-10-2024,0.5781739
19-10-2024,0.6258833
20-10-2024,0.5605084
21-10-2024,0.56200105
22-10-2024,0.55748093
23-10-2024,0.5328756
24-10-2024,0.5137719
25-10-2024,0.45146114
26-10-2024,0.48171076
27-10-2024,0.39920914
28-10-2024,0.3841503
29-10-2024,0.36390415
30-10-2024,0.3246514
31-10-2024,0.2922282
01-11-2024,0.21816549
02-11-2024,0.23845416
03-11-2024,0.14798394
04-11-2024,0.1271222
05-11-2024,0.10337915
06-11-2024,0.06303847
07-11-2024,0.031998053
08-11-2024,0.038193207
09-11-2024,0.011571934
10-11-2024,0.09332195
11-11-2024,0.1031949
12-11-2024,0.113843344
13-11-2024,0.13918744
14-11-2024,0.15357023
15-11-2024,0.20571615
16-11-2024,0.15996186
17-11-2024,0.22181164
18-11-2024,0.21135111
19-11-2024,0.20157306
20-11-2024,0.20673662
21-11-2024,0.2015152
22-11-2024,0.23494762
23-11-2024,0.17166215
24-11-2024,0.2174255
25-11-2024,0.1925509
26-11-2024,0.17021917
27-11-2024,0.16483417
28-11-2024,0.15116791
29-11-2024,0.17831022
30-11-2024,0.11089225
01-12-2024,0.15463638
02-12-2024,0.12976617
03-12-2024,0.109330475
04-12-2024,0.10756296
05-12-2024,0.09903211
06-12-2024,0.13259667
07-12-2024,0.072635464
08-12-2024,0.124603964
09-12-2024,0.108451374
10-12-2024,0.09695176
11-12-2024,0.1040705
12-12-2024,0.10412103
13-12-2024,0.14572635
14-12-2024,0.093054526
15-12-2024,0.15137991
16-12-2024,0.14050424
17-12-2024,0.13309053
18-12-2024,0.14303155
19-12-2024,0.14460725
20-12-2024,0.18644598
21-12-2024,0.1327587
22-12-2024,0.1888979
23-12-2024,0.17477515
24-12-2024,0.1631914
25-12-2024,0.16820015
